-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 01/01/2012 through 12/31/2022 
Location: Latitude  45.509   Longitude -73.5526 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 37.97 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
TS              MERRA-2 Earth Skin Temperature (C) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,T2M,TS,T2M_MAX,RH2M,PRECTOTCORR,PS,WS10M
2017,6,11,23.31,22.8,27.37,80.62,0.12,100.41,7.11
2017,6,12,23.69,23.55,27.87,82.62,0.71,100.51,5.71
2017,6,13,21.21,21.44,24.91,77.56,0.07,100.74,4.41
2017,6,14,15.44,17.22,21.14,69.5,0.36,101.42,3.02
2017,6,15,15.98,17.07,20.44,73.19,4.9,101.18,4.41
2017,6,16,18.37,18.85,22.08,88.62,19.33,100.55,5.9
2017,6,17,21.98,22.27,27.07,86.56,1.09,100.49,3.0
2017,6,18,25.19,24.88,29.53,85.5,3.43,99.89,4.87
2017,6,19,22.25,22.36,25.65,84.69,2.51,100.02,4.75
2017,6,20,19.34,19.73,22.26,86.44,8.63,100.22,5.24
2017,6,21,18.27,18.85,21.64,81.19,2.11,100.51,5.92
2017,6,22,19.17,19.69,23.76,79.12,0.44,100.66,4.19
2017,6,23,21.79,21.98,26.55,91.31,13.81,99.6,3.91
2017,6,24,21.21,21.59,24.65,81.5,2.41,99.79,4.31
2017,6,25,18.18,19.29,21.94,79.94,3.07,100.67,3.49
2017,6,26,17.38,18.9,21.48,69.5,1.81,100.89,2.65
2017,6,27,15.36,16.49,19.07,84.31,4.59,100.84,3.66
2017,6,28,16.9,17.73,21.14,82.0,1.91,101.0,4.52
2017,6,29,16.98,17.5,20.17,87.12,7.29,100.99,3.82
2017,6,30,19.64,19.9,24.15,90.56,5.68,100.63,3.04
2017,7,1,20.66,20.62,22.88,95.5,16.18,100.4,3.47
2017,7,2,20.65,21.0,23.77,83.19,2.28,100.53,5.91
2017,7,3,19.79,20.26,23.49,80.06,0.54,100.77,5.34
2017,7,4,19.94,20.45,24.51,74.75,0.05,101.35,3.02
2017,7,5,20.93,21.25,25.87,69.94,0.0,101.58,2.21
2017,7,6,22.38,22.49,26.32,85.69,1.19,100.87,4.02
2017,7,7,22.72,22.56,25.51,84.5,14.52,100.16,2.89
2017,7,8,20.26,20.78,22.8,87.12,15.32,100.0,3.55
2017,7,9,19.37,20.08,23.51,83.56,1.02,100.59,5.09
2017,7,10,20.67,21.01,24.87,86.31,2.55,100.72,4.66
2017,7,11,22.34,22.84,26.59,84.56,2.67,100.65,4.0
2017,7,12,18.8,19.92,21.3,78.62,0.89,101.21,4.05
2017,7,13,17.87,18.83,22.33,79.44,2.3,101.33,5.14
2017,7,14,18.67,19.44,21.7,88.25,8.06,101.09,3.98
2017,7,15,21.34,21.76,25.58,84.31,1.55,100.6,2.66
2017,7,16,22.37,22.49,25.1,77.25,0.97,100.79,3.14
2017,7,17,21.84,22.58,25.65,80.88,1.58,101.18,1.98
2017,7,18,23.0,23.59,27.05,82.69,0.28,101.18,2.68
2017,7,19,22.93,23.38,27.55,86.38,2.12,100.9,3.76
2017,7,20,23.36,23.78,27.48,81.5,1.07,100.66,2.62
2017,7,21,22.33,22.92,26.93,84.12,0.7,100.42,4.54
2017,7,22,20.05,21.24,24.38,79.19,0.12,100.61,3.25
2017,7,23,17.93,19.12,22.54,70.69,0.0,100.75,3.07
2017,7,24,16.0,16.73,16.97,89.44,21.3,100.85,6.13
2017,7,25,17.58,18.34,21.37,80.62,3.23,101.62,3.34
2017,7,26,19.65,20.13,24.22,81.12,0.84,101.5,2.97
2017,7,27,21.01,21.35,24.97,86.06,2.52,100.55,4.22
2017,7,28,18.48,19.4,22.68,74.06,0.16,100.83,2.78
2017,7,29,17.59,18.38,23.13,71.75,0.06,101.04,2.74
2017,7,30,19.79,20.39,25.03,74.88,0.06,101.13,2.66
2017,7,31,21.65,21.87,26.73,82.75,8.18,101.08,3.63
2017,8,1,21.15,21.44,26.16,72.12,0.01,101.22,1.83
2017,8,2,22.29,22.32,26.37,82.5,1.99,101.11,2.48
2017,8,3,21.97,22.02,24.58,87.56,0.79,101.28,1.98
2017,8,4,23.51,23.61,27.98,86.25,10.89,100.71,4.02
2017,8,5,20.89,21.36,23.99,84.25,13.44,100.31,5.68
2017,8,6,16.52,17.48,20.61,74.56,0.18,100.96,5.95
2017,8,7,17.31,18.33,21.51,72.5,0.29,101.16,1.2
2017,8,8,18.72,19.2,22.96,76.44,0.69,100.98,2.41
2017,8,9,19.28,19.86,22.81,75.38,0.09,101.4,4.55
2017,8,10,21.11,21.36,24.92,75.06,0.68,101.71,1.62
2017,8,11,22.18,22.41,27.24,80.38,2.15,101.21,2.74
2017,8,12,21.8,22.19,26.19,86.44,9.69,100.44,3.88
2017,8,13,20.66,21.21,24.84,77.69,1.22,100.73,3.96
2017,8,14,20.41,20.55,25.25,76.94,0.07,100.96,3.2
2017,8,15,20.15,20.72,24.83,86.88,4.5,100.54,3.12
2017,8,16,17.67,18.55,21.98,72.44,0.16,101.14,3.74
2017,8,17,19.35,19.81,24.91,74.75,0.06,101.06,3.2
2017,8,18,21.03,21.44,27.12,87.88,18.31,100.28,3.41
2017,8,19,21.87,22.19,25.78,84.56,0.9,100.2,4.62
2017,8,20,20.94,21.41,25.22,80.19,0.33,100.9,5.05
2017,8,21,21.99,22.11,27.45,81.69,0.1,101.16,4.32
2017,8,22,22.13,21.97,25.54,90.12,12.5,100.16,5.15
2017,8,23,19.05,19.6,22.37,79.38,1.26,100.09,6.74
2017,8,24,16.22,17.26,20.87,77.12,0.15,100.87,4.27
2017,8,25,15.43,16.35,21.08,73.5,0.05,101.52,3.52
2017,8,26,16.6,17.44,21.57,65.31,0.01,101.97,1.38
2017,8,27,17.72,18.14,22.08,63.0,0.11,102.18,2.11
2017,8,28,17.71,18.3,24.03,68.81,0.11,102.14,2.65
2017,8,29,18.34,18.91,23.58,72.06,0.08,101.77,2.56
2017,8,30,18.04,19.23,23.5,64.38,0.0,100.95,1.98
2017,8,31,15.71,17.01,20.35,69.38,0.69,100.81,5.38
2017,9,1,11.9,13.41,17.37,70.06,0.05,101.42,5.77
2017,9,2,13.86,15.33,21.27,65.56,0.04,101.7,2.39
2017,9,3,12.74,13.22,14.8,90.31,22.18,100.77,3.34
2017,9,4,17.57,17.37,23.98,83.31,6.38,99.95,5.18
2017,9,5,17.76,17.62,21.12,86.31,6.56,99.96,4.05
2017,9,6,15.89,15.73,18.45,89.06,1.08,100.73,1.81
2017,9,7,15.26,15.6,19.36,87.62,7.35,100.42,3.49
2017,9,8,14.33,14.99,18.5,84.12,0.88,101.09,4.27
2017,9,9,14.68,15.22,20.18,76.44,0.97,102.07,3.11
2017,9,10,14.33,15.08,21.05,72.56,0.02,102.4,2.88
2017,9,11,15.61,16.08,22.97,77.69,0.02,101.89,3.2
2017,9,12,16.69,16.92,23.24,78.62,0.04,100.89,4.59
2017,9,13,18.63,18.74,25.73,79.81,0.02,100.47,3.56
2017,9,14,20.43,19.98,26.86,74.81,0.05,100.57,2.02
2017,9,15,20.91,20.48,26.2,77.75,0.06,101.27,2.16
2017,9,16,21.51,21.03,27.21,76.31,0.04,101.54,2.37
2017,9,17,22.43,21.78,27.86,72.0,0.05,101.46,1.83
2017,9,18,22.01,22.01,27.97,76.31,0.03,101.39,1.84
2017,9,19,21.96,22.54,27.43,79.81,0.1,101.3,2.61
2017,9,20,20.86,21.55,26.11,83.06,0.09,101.25,3.95
2017,9,21,18.76,19.65,24.9,75.25,0.06,101.55,3.95
2017,9,22,19.18,19.62,24.87,70.25,0.06,101.51,2.44
2017,9,23,22.72,22.62,29.51,68.56,0.04,101.19,3.35
2017,9,24,24.76,25.01,31.36,78.81,0.03,101.18,3.75
2017,9,25,25.17,25.18,32.02,74.44,0.08,101.2,2.85
2017,9,26,24.21,24.39,30.76,74.38,0.0,100.95,2.34
2017,9,27,24.01,24.15,30.67,75.31,3.02,100.29,5.09
2017,9,28,14.6,16.29,18.51,62.44,0.05,100.78,5.14
2017,9,29,11.14,13.12,15.26,66.31,0.15,101.31,2.48
2017,9,30,11.37,12.77,15.62,67.06,0.05,102.05,3.2
2017,10,1,11.31,12.24,17.86,68.25,0.0,102.16,4.41
2017,10,2,12.44,13.63,19.44,78.81,0.03,102.54,2.93
2017,10,3,15.51,15.96,24.23,71.06,0.1,102.54,3.06
2017,10,4,18.93,18.56,25.48,76.31,9.03,101.3,6.09
2017,10,5,15.7,15.99,20.13,75.81,0.16,101.08,4.88
2017,10,6,14.15,14.21,19.34,76.5,0.01,101.22,3.92
2017,10,7,16.2,15.87,22.3,88.06,2.58,100.87,3.91
2017,10,8,19.31,18.75,24.06,79.5,9.44,100.29,5.99
2017,10,9,16.37,16.35,19.32,93.88,23.06,100.71,3.74
2017,10,10,16.51,16.65,22.97,85.5,1.16,101.17,4.27
2017,10,11,9.17,9.69,11.08,73.5,0.03,102.19,2.89
2017,10,12,8.65,9.47,15.08,74.25,0.04,102.61,3.45
2017,10,13,11.27,11.45,17.98,72.81,0.09,102.14,3.86
2017,10,14,15.75,15.09,19.82,85.12,0.32,101.62,3.52
2017,10,15,17.07,16.44,21.68,86.75,11.14,99.99,7.08
2017,10,16,6.65,7.99,10.67,68.94,0.14,101.29,4.71
2017,10,17,7.95,8.07,14.48,72.12,0.02,101.55,5.27
2017,10,18,12.19,12.01,18.57,78.44,0.03,101.56,3.41
2017,10,19,14.26,13.44,19.48,72.06,0.11,100.85,6.04
2017,10,20,11.44,11.33,16.99,69.75,0.05,101.31,4.9
2017,10,21,13.19,12.88,19.94,81.44,0.03,101.84,2.7
2017,10,22,14.93,14.13,21.89,78.38,0.16,102.04,2.33
2017,10,23,14.65,14.24,21.99,81.0,0.04,101.44,3.75
2017,10,24,16.33,15.78,23.42,89.12,19.03,100.13,5.4
2017,10,25,11.89,11.76,16.44,83.06,0.38,100.15,3.31
2017,10,26,8.84,9.23,13.0,87.19,2.81,100.24,3.8
2017,10,27,7.37,7.8,11.9,80.94,0.31,100.85,5.03
2017,10,28,11.22,10.84,19.57,78.94,0.24,100.58,4.34
2017,10,29,11.33,11.03,14.78,93.56,22.17,100.09,4.53
2017,10,30,10.86,10.52,16.57,80.06,7.66,98.35,10.83
2017,10,31,7.08,7.18,10.07,75.12,0.42,100.52,8.78
2017,11,1,5.39,5.6,9.51,83.5,1.89,102.0,2.75
2017,11,2,10.46,9.92,14.2,94.19,13.0,101.27,3.76
2017,11,3,9.7,9.31,13.47,82.31,9.28,101.16,5.7
2017,11,4,2.57,3.51,6.57,78.44,0.37,102.43,2.84
2017,11,5,6.57,6.31,11.64,90.0,13.43,101.3,5.88
2017,11,6,8.4,7.9,13.62,83.12,5.87,100.76,5.35
2017,11,7,0.09,0.18,4.26,74.44,0.1,102.06,2.49
2017,11,8,1.69,1.62,6.68,76.44,0.05,102.0,3.56
2017,11,9,2.37,2.15,7.48,83.81,1.81,101.06,4.56
2017,11,10,-5.02,-3.64,3.13,60.38,0.69,101.74,10.17
2017,11,11,-4.36,-2.92,-1.06,71.56,0.0,102.97,3.7
2017,11,12,-1.8,-1.6,2.33,71.62,0.05,102.64,1.77
2017,11,13,-1.21,-1.6,3.21,73.19,0.06,102.51,1.92
2017,11,14,0.01,-0.19,2.65,84.44,0.02,102.39,2.15
2017,11,15,0.73,0.39,5.82,85.88,0.01,101.74,2.78
2017,11,16,3.03,2.18,7.68,91.5,4.04,100.15,5.26
2017,11,17,-2.6,-2.19,-0.06,74.12,0.29,101.16,6.09
2017,11,18,-0.7,-0.62,2.51,76.94,1.2,100.08,3.97
2017,11,19,-0.94,-1.05,1.18,86.88,12.69,98.82,7.28
2017,11,20,-6.21,-7.04,-4.09,73.25,0.41,100.75,5.62
2017,11,21,-0.23,-1.53,5.69,90.0,0.14,100.48,3.89
2017,11,22,0.05,-0.41,3.43,91.69,1.86,101.05,3.99
2017,11,23,-4.07,-4.31,-0.84,79.5,0.15,101.17,4.1
2017,11,24,0.76,-0.13,4.42,91.75,0.1,100.43,3.86
2017,11,25,1.76,0.77,4.16,94.75,5.78,99.67,4.04
2017,11,26,-2.15,-2.13,-0.97,79.56,1.92,100.58,4.62
2017,11,27,-6.55,-7.6,-2.31,80.62,0.76,101.34,4.11
2017,11,28,-3.81,-5.11,4.31,86.69,0.01,101.46,4.3
2017,11,29,0.48,-0.34,4.18,85.81,0.95,101.38,4.77
2017,11,30,-1.86,-2.96,2.87,86.69,3.11,101.35,2.95
2017,12,1,1.08,0.26,3.62,87.75,0.15,101.59,3.75
2017,12,2,0.15,-0.35,3.49,84.38,0.05,102.02,1.98
2017,12,3,-0.57,-0.95,3.18,91.12,0.06,101.95,2.91
2017,12,4,-0.73,-0.88,3.61,91.88,0.04,102.34,4.57
2017,12,5,4.4,2.94,7.04,93.56,10.71,100.64,6.3
2017,12,6,0.59,-0.2,3.98,72.25,0.3,100.34,7.69
2017,12,7,-0.78,-1.26,0.97,82.69,0.1,100.47,5.13
2017,12,8,-1.8,-2.43,0.72,80.0,0.1,100.7,5.5
2017,12,9,-2.21,-2.72,0.19,84.88,0.11,100.69,2.64
2017,12,10,-4.12,-4.58,-2.52,86.06,0.97,100.22,3.57
2017,12,11,-8.89,-8.67,-4.5,70.56,0.87,101.1,3.23
2017,12,12,-7.52,-7.45,-5.17,91.56,10.57,99.85,5.87
2017,12,13,-10.94,-10.98,-7.84,83.0,1.24,99.02,8.52
2017,12,14,-15.71,-16.08,-12.68,83.62,0.03,100.26,7.16
2017,12,15,-13.85,-14.61,-8.49,93.06,0.42,100.9,2.94
2017,12,16,-10.86,-11.37,-7.71,95.06,1.35,100.97,3.21
2017,12,17,-12.85,-14.99,-10.71,81.62,0.33,102.18,1.18
2017,12,18,-11.87,-11.93,-10.06,92.75,3.5,101.19,3.2
2017,12,19,-3.62,-4.45,1.79,97.81,7.28,99.82,4.29
2017,12,20,-5.63,-6.27,-1.38,88.0,0.22,100.57,6.29
2017,12,21,-14.59,-16.72,-11.33,83.75,0.1,102.06,3.26
2017,12,22,-15.05,-15.56,-12.31,90.38,0.88,102.26,4.76
2017,12,23,-8.84,-9.13,-7.06,97.75,11.22,100.87,4.69
2017,12,24,-11.84,-12.92,-7.35,91.06,0.51,101.81,3.78
2017,12,25,-11.15,-11.81,-8.52,95.56,6.21,100.41,5.78
2017,12,26,-15.0,-16.1,-7.87,91.62,0.27,101.8,6.23
2017,12,27,-27.42,-29.17,-20.3,96.19,0.19,102.71,4.57
2017,12,28,-25.53,-26.27,-21.04,95.25,0.12,102.81,5.91
2017,12,29,-24.19,-24.85,-19.35,95.69,1.09,102.14,3.45
2017,12,30,-24.99,-26.28,-19.66,94.62,0.31,101.42,2.41
2017,12,31,-24.49,-25.49,-19.48,94.31,0.11,102.01,5.2
2018,1,1,-27.74,-29.39,-20.71,96.19,0.13,102.32,4.37
2018,1,2,-21.43,-23.65,-10.67,96.38,2.1,101.71,2.83
2018,1,3,-9.95,-10.68,-7.04,95.94,0.83,101.42,3.05
2018,1,4,-10.56,-10.86,-7.4,95.94,1.62,100.25,4.89
2018,1,5,-20.89,-20.95,-13.97,88.94,3.22,99.87,10.88
2018,1,6,-23.56,-24.01,-21.15,88.88,0.53,101.57,8.85
2018,1,7,-22.45,-22.98,-14.49,95.94,2.25,102.27,4.18
2018,1,8,-6.11,-6.68,-0.95,97.62,8.07,100.64,4.2
2018,1,9,-5.5,-6.77,-1.61,90.12,3.22,101.32,6.01
2018,1,10,-10.83,-13.61,-0.44,95.62,1.15,102.18,2.92
2018,1,11,1.75,0.02,2.8,94.06,4.94,101.17,5.38
2018,1,12,2.0,0.2,6.04,94.56,24.45,100.22,6.8
2018,1,13,-14.56,-14.84,-6.68,88.25,17.6,101.61,5.75
2018,1,14,-23.1,-25.88,-18.55,90.81,0.41,103.61,2.42
2018,1,15,-19.86,-21.22,-15.06,94.44,0.27,103.7,4.45
2018,1,16,-14.13,-14.78,-10.94,95.69,1.08,102.69,2.66
2018,1,17,-12.63,-14.45,-8.78,99.25,0.63,102.06,2.59
2018,1,18,-6.6,-7.25,-3.88,94.5,0.04,100.9,6.03
2018,1,19,-4.51,-5.11,-1.06,96.0,0.25,100.58,4.48
2018,1,20,-0.6,-1.79,1.62,89.94,2.02,100.01,7.66
2018,1,21,-6.13,-7.87,-4.27,80.06,0.08,101.6,2.91
2018,1,22,-7.45,-7.37,-5.48,91.25,9.08,101.96,7.63
2018,1,23,-0.85,-1.6,1.41,96.56,12.5,99.79,5.35
2018,1,24,-10.67,-11.38,0.87,88.5,0.89,100.92,7.81
2018,1,25,-19.45,-20.67,-13.31,93.0,0.22,102.52,5.16
2018,1,26,-18.07,-20.44,-12.56,87.94,0.14,103.17,3.16
2018,1,27,-2.67,-5.1,2.33,93.44,2.53,101.38,4.6
2018,1,28,-1.09,-1.52,2.69,90.06,0.07,101.84,6.42
2018,1,29,-12.68,-12.29,-8.92,88.88,0.05,102.42,6.11
2018,1,30,-12.27,-12.31,-8.56,85.75,0.13,101.69,5.52
2018,1,31,-13.63,-13.95,-7.47,87.88,2.59,101.32,4.12
2018,2,1,-2.27,-3.06,2.13,90.5,0.61,100.19,5.3
2018,2,2,-16.64,-16.49,-10.06,76.94,0.06,101.51,7.03
2018,2,3,-13.61,-14.47,-8.74,92.56,0.78,101.77,2.82
2018,2,4,-4.22,-4.85,-1.16,95.25,7.26,100.69,4.51
2018,2,5,-10.01,-10.37,-4.11,87.56,1.31,100.92,6.91
2018,2,6,-8.99,-9.88,-5.17,91.75,0.97,102.08,4.46
2018,2,7,-13.28,-14.24,-9.63,96.88,8.62,102.07,4.45
2018,2,8,-13.98,-14.88,-8.3,92.62,1.01,102.01,4.25
2018,2,9,-10.74,-11.13,-7.13,94.44,0.28,102.39,3.76
2018,2,10,-7.02,-7.7,-4.24,96.69,6.68,101.78,2.15
2018,2,11,-4.99,-5.38,1.63,94.25,2.56,101.09,5.99
2018,2,12,-8.23,-9.07,-1.92,87.19,0.5,102.33,7.06
2018,2,13,-14.41,-16.44,-6.87,86.56,0.17,103.49,2.66
2018,2,14,-4.24,-5.88,1.51,94.25,0.2,101.34,5.72
2018,2,15,-0.57,-1.94,2.6,96.75,1.07,100.03,5.08
2018,2,16,-5.77,-6.49,-1.81,86.94,2.49,100.44,5.06
2018,2,17,-9.1,-10.67,-1.46,87.38,0.66,101.77,3.35
2018,2,18,-4.05,-4.93,-0.0,88.12,0.69,101.77,4.83
2018,2,19,-0.4,-1.81,5.23,90.44,1.41,101.86,4.15
2018,2,20,1.73,0.8,3.9,98.0,11.83,101.58,3.9
2018,2,21,3.62,2.07,8.82,88.62,1.79,101.79,6.56
2018,2,22,-6.17,-4.77,-5.13,73.75,0.05,103.56,3.12
2018,2,23,-3.16,-3.5,2.34,87.81,3.48,102.32,4.97
2018,2,24,0.59,0.49,3.07,85.69,0.51,101.69,5.53
2018,2,25,0.33,-0.35,4.99,88.62,7.39,101.04,7.98
2018,2,26,0.89,0.06,3.44,84.62,0.22,101.29,6.91
2018,2,27,1.27,0.55,5.66,85.44,0.17,101.6,5.2
2018,2,28,1.58,1.03,3.83,96.06,1.39,100.67,3.91
2018,3,1,0.37,0.92,4.45,83.69,0.08,100.94,4.59
2018,3,2,-1.13,-0.81,0.79,88.12,1.26,100.89,9.21
2018,3,3,0.71,0.44,3.66,88.5,0.12,101.85,4.66
2018,3,4,0.39,0.33,3.5,89.31,2.38,101.79,3.84
2018,3,5,0.1,0.23,2.58,84.75,0.65,101.77,5.18
2018,3,6,-0.32,0.32,3.71,85.69,0.12,101.29,5.72
2018,3,7,-0.34,-0.06,2.01,84.12,0.47,100.87,6.58
2018,3,8,-1.56,-1.04,-0.86,88.5,5.73,100.17,6.47
2018,3,9,-1.84,-1.3,-0.1,87.0,2.25,99.77,3.02
2018,3,10,-2.29,-2.01,0.98,89.75,2.11,100.34,6.73
2018,3,11,-2.02,-2.03,1.1,87.5,0.7,101.15,4.98
2018,3,12,-0.64,-1.27,2.48,82.62,0.16,101.25,2.79
2018,3,13,-0.61,-0.58,0.17,90.19,6.85,100.41,6.16
2018,3,14,-0.28,-0.6,0.64,92.12,11.6,99.12,5.61
2018,3,15,-1.76,-1.8,1.19,87.44,1.99,99.11,7.95
2018,3,16,-7.52,-7.36,-5.42,81.69,0.02,100.08,8.22
2018,3,17,-12.71,-12.45,-9.43,81.81,0.06,100.5,6.23
2018,3,18,-14.21,-14.32,-7.31,81.81,0.18,101.02,5.19
2018,3,19,-12.24,-12.33,-4.92,85.19,0.21,101.21,4.73
2018,3,20,-8.69,-8.6,-0.86,84.0,0.19,101.28,3.09
2018,3,21,-4.75,-4.7,1.32,85.31,0.35,101.05,5.16
2018,3,22,-0.26,-0.35,4.65,84.12,0.14,100.97,4.77
2018,3,23,0.42,0.4,4.34,85.31,0.18,101.24,3.33
2018,3,24,-2.49,-1.13,0.12,74.88,0.31,101.86,5.33
2018,3,25,-0.84,-0.24,3.87,79.56,0.15,102.99,5.49
2018,3,26,0.26,0.79,5.65,76.88,0.11,103.53,3.18
2018,3,27,1.52,1.55,6.58,83.94,1.19,102.28,4.16
2018,3,28,4.01,3.74,7.94,85.38,1.53,101.14,1.8
2018,3,29,5.37,5.39,9.73,86.62,7.73,100.9,2.89
2018,3,30,3.92,4.16,10.02,82.81,4.13,100.48,5.1
2018,3,31,3.12,3.15,7.84,69.62,0.36,101.22,5.35
2018,4,1,1.74,2.24,6.05,70.56,0.35,100.78,8.15
2018,4,2,-0.08,0.74,3.12,70.62,0.01,101.4,3.57
2018,4,3,2.46,3.63,6.49,78.12,2.15,101.16,3.98
2018,4,4,0.34,0.55,4.6,88.0,24.28,99.11,9.37
2018,4,5,-6.52,-4.92,-3.95,74.25,0.2,100.97,9.36
2018,4,6,-1.67,-1.44,2.33,85.75,1.22,100.37,4.59
2018,4,7,-0.9,-0.7,1.73,79.25,0.44,100.29,7.63
2018,4,8,-2.55,-1.59,0.26,75.25,0.15,100.9,4.45
2018,4,9,-3.81,-2.53,-0.1,73.44,0.0,101.7,3.52
2018,4,10,-0.12,-0.31,2.48,79.12,0.5,101.67,2.16
2018,4,11,1.36,1.35,5.73,85.0,0.17,101.32,3.88
2018,4,12,2.58,2.69,7.51,88.44,9.31,100.65,3.91
2018,4,13,2.87,2.76,7.0,91.12,2.37,100.79,2.95
2018,4,14,-1.9,-0.85,1.19,68.19,1.19,102.18,6.16
2018,4,15,-2.81,-1.77,-1.13,72.75,2.12,102.78,9.62
2018,4,16,0.53,0.59,2.86,89.88,14.76,100.76,8.96
2018,4,17,1.27,1.11,2.65,93.88,2.3,99.4,5.24
2018,4,18,2.25,2.22,6.27,89.12,0.99,99.74,6.93
2018,4,19,1.63,2.23,4.47,84.31,0.55,100.33,5.18
2018,4,20,2.96,2.99,7.56,80.81,0.49,101.59,6.03
2018,4,21,3.87,4.27,10.3,78.0,0.08,102.21,4.29
2018,4,22,5.17,5.46,12.77,73.31,0.27,102.41,2.72
2018,4,23,8.33,7.18,15.61,65.44,0.07,102.41,2.16
2018,4,24,10.71,9.49,18.13,80.56,0.1,101.7,3.48
2018,4,25,11.28,10.96,15.19,88.81,14.56,100.82,3.91
2018,4,26,8.99,9.01,11.29,94.25,8.81,99.9,4.18
2018,4,27,8.96,9.4,13.63,85.5,0.29,100.42,2.86
2018,4,28,8.38,8.55,11.85,91.75,2.29,100.36,3.26
2018,4,29,6.32,7.29,9.83,91.25,14.76,100.72,3.48
2018,4,30,7.51,7.22,12.9,88.06,9.16,101.0,3.57
2018,5,1,10.67,10.97,17.3,85.69,0.23,100.99,3.09
2018,5,2,16.37,15.54,22.3,86.31,0.41,100.44,6.16
2018,5,3,14.05,13.58,17.3,91.56,10.6,100.7,1.53
2018,5,4,13.12,13.33,19.68,89.06,5.62,100.16,5.84
2018,5,5,12.87,13.15,19.23,80.38,0.48,100.75,6.99
2018,5,6,12.23,13.25,17.48,81.44,1.18,101.14,3.49
2018,5,7,9.28,10.69,14.62,66.12,0.1,101.7,3.4
2018,5,8,11.93,11.97,18.7,71.88,0.67,101.73,4.31
2018,5,9,16.41,16.19,23.53,78.0,1.24,101.33,3.16
2018,5,10,16.42,16.12,21.02,83.06,1.61,100.05,7.87
2018,5,11,6.83,8.56,11.9,64.69,0.0,101.4,4.62
2018,5,12,9.83,10.83,15.91,62.88,0.08,101.56,1.83
2018,5,13,12.62,13.15,19.93,69.88,0.09,101.28,3.27
2018,5,14,15.6,15.75,21.81,77.5,0.13,100.57,5.6
2018,5,15,13.35,13.46,16.37,82.69,2.62,100.56,4.95
2018,5,16,12.39,13.75,21.8,75.0,0.09,101.24,3.64
2018,5,17,13.55,14.82,18.23,72.81,0.25,101.4,4.12
2018,5,18,8.97,10.87,14.47,67.31,0.07,102.53,3.97
2018,5,19,11.45,12.04,17.58,81.25,4.86,101.57,4.4
2018,5,20,14.58,15.17,20.11,78.12,8.93,100.85,4.04
2018,5,21,15.08,15.26,22.3,76.56,0.22,101.47,5.05
2018,5,22,15.92,15.72,20.94,84.31,2.68,101.08,3.16
2018,5,23,15.93,16.54,21.72,77.25,0.36,100.86,4.49
2018,5,24,14.73,15.73,20.58,68.19,0.01,101.29,3.71
2018,5,25,18.57,18.53,21.62,84.25,1.18,100.24,7.39
2018,5,26,17.44,17.55,20.48,82.75,6.41,100.53,4.08
2018,5,27,15.51,15.9,19.85,85.19,2.29,101.19,5.83
2018,5,28,17.67,18.34,23.0,88.56,1.8,100.85,3.05
2018,5,29,18.58,19.13,23.0,73.69,0.25,101.31,3.19
2018,5,30,19.69,20.21,26.55,78.25,0.09,101.26,3.62
2018,5,31,23.69,23.55,28.04,77.56,0.15,100.6,4.18
2018,6,1,23.62,23.85,27.71,86.19,6.19,100.24,3.75
2018,6,2,16.83,18.1,21.76,70.5,0.72,100.99,5.8
2018,6,3,16.25,17.39,22.05,72.44,4.1,101.04,5.51
2018,6,4,13.68,14.6,18.54,87.69,18.48,99.98,6.22
2018,6,5,12.51,13.51,14.93,86.31,1.87,99.87,3.88
2018,6,6,13.44,14.25,17.74,85.31,0.36,100.73,2.69
2018,6,7,15.59,16.22,19.12,79.88,0.06,101.14,5.03
2018,6,8,16.58,17.3,21.33,70.44,1.13,101.54,3.3
2018,6,9,15.89,16.58,20.73,71.5,0.53,101.51,4.23
2018,6,10,13.93,15.44,19.8,70.62,0.11,101.5,2.94
2018,6,11,15.8,16.87,21.73,66.0,0.14,101.52,2.52
2018,6,12,18.46,18.65,24.17,72.88,0.14,100.99,5.52
2018,6,13,20.38,20.6,25.57,84.62,6.06,100.04,4.96
2018,6,14,16.11,16.93,19.13,88.31,7.24,100.01,4.59
2018,6,15,17.72,18.76,24.1,76.0,0.88,100.9,2.63
2018,6,16,19.53,19.69,25.23,75.38,0.11,100.96,4.26
2018,6,17,21.34,21.48,26.87,79.69,0.33,101.01,3.77
2018,6,18,23.64,23.56,27.3,89.12,18.65,100.09,5.95
2018,6,19,18.12,19.05,22.75,71.81,1.91,100.69,4.59
2018,6,20,18.86,19.55,24.23,79.44,1.49,100.4,5.08
2018,6,21,15.53,16.83,19.78,66.25,0.05,100.81,2.98
2018,6,22,18.97,19.08,24.08,59.44,0.1,101.11,1.88
2018,6,23,17.41,18.05,20.36,84.0,3.83,100.66,2.52
